,northing,easting,elevation,forest,water
8121,132276,1008942,664,6,0
8122,133276,1008942,657,19,0
8123,134276,1008942,650,20,0
8124,135276,1008942,611,9,0
8125,136276,1008942,582,2,0
8126,137276,1008942,564,15,0
8127,138276,1008942,530,14,0
8128,139276,1008942,494,17,4
8129,140276,1008942,529,0,0
8130,141276,1008942,528,30,0
8131,142276,1008942,525,24,0
8132,143276,1008942,510,12,0
8133,144276,1008942,517,20,0
8134,145276,1008942,495,30,0
8135,146276,1008942,486,14,0
8136,147276,1008942,494,25,0
8137,148276,1008942,498,68,0
8138,149276,1008942,494,58,0
8139,150276,1008942,505,79,0
8140,151276,1008942,466,47,0
8141,152276,1008942,442,1,0
8142,153276,1008942,442,2,4
8143,154276,1008942,442,9,4
8144,155276,1008942,442,2,13
8145,156276,1008942,442,11,1
8146,157276,1008942,446,0,1
8147,158276,1008942,481,15,0
8148,159276,1008942,536,61,0
8149,160276,1008942,483,65,0
8150,161276,1008942,447,26,0
8151,162276,1008942,435,3,21
8152,163276,1008942,430,2,60
8153,164276,1008942,430,1,90
8154,165276,1008942,617,77,8
8155,166276,1008942,836,34,0
8156,167276,1008942,730,43,0
8157,168276,1008942,661,25,0
8158,169276,1008942,1123,59,0
8159,170276,1008942,1011,74,0
8160,171276,1008942,629,40,1
8161,172276,1008942,900,76,0
8162,173276,1008942,1202,44,0
8163,174276,1008942,917,72,0
8164,175276,1008942,805,19,1
8165,176276,1008942,752,1,1
8166,177276,1008942,770,4,0
8167,178276,1008942,939,69,0
8168,179276,1008942,1069,36,0
8169,180276,1008942,858,43,0
8170,181276,1008942,813,41,1
8171,182276,1008942,863,69,0
8172,183276,1008942,632,87,0
8173,184276,1008942,587,50,0
8174,185276,1008942,618,72,0
8175,186276,1008942,552,48,0
8176,187276,1008942,496,0,0
8177,188276,1008942,498,6,4
8178,189276,1008942,530,9,1
8179,190276,1008942,591,11,0
8180,191276,1008942,735,63,0
8181,192276,1008942,785,43,0
8182,193276,1008942,847,44,0
8183,194276,1008942,837,66,0
8184,195276,1008942,742,72,0
8185,196276,1008942,652,79,0
8186,197276,1008942,587,48,0
8187,198276,1008942,647,93,0
8188,199276,1008942,712,25,0
8189,27276,1009942,3128,0,0
8190,28276,1009942,3169,0,0
8191,29276,1009942,2797,0,0
8192,30276,1009942,2469,0,0
8193,31276,1009942,2173,18,3
8194,32276,1009942,2265,0,2
8195,33276,1009942,2672,0,0
8196,34276,1009942,2640,0,0
8197,35276,1009942,2729,0,1
8198,36276,1009942,2459,0,2
8199,37276,1009942,2667,0,0
8200,38276,1009942,2892,0,0
8201,39276,1009942,2981,0,1
8202,40276,1009942,2893,0,0
8203,41276,1009942,2634,0,1
8204,42276,1009942,2227,0,0
8205,43276,1009942,1870,51,0
8206,44276,1009942,1509,70,0
8207,45276,1009942,999,34,0
8208,46276,1009942,911,28,1
8209,47276,1009942,1229,72,0
8210,48276,1009942,1590,57,0
8211,49276,1009942,1695,67,0
8212,50276,1009942,1648,17,1
8213,51276,1009942,1811,27,0
8214,52276,1009942,2136,0,0
8215,53276,1009942,2017,24,0
8216,54276,1009942,1739,51,0
8217,55276,1009942,1468,12,0
8218,56276,1009942,1200,25,0
8219,57276,1009942,932,48,0
8220,58276,1009942,623,50,0
8221,59276,1009942,479,2,12
8222,60276,1009942,502,0,0
8223,61276,1009942,547,0,0
8224,62276,1009942,771,24,0
8225,63276,1009942,1240,91,0
8226,64276,1009942,1249,76,0
8227,65276,1009942,1527,43,0
8228,66276,1009942,1480,43,0
8229,67276,1009942,1355,59,0
8230,68276,1009942,1274,50,1
8231,69276,1009942,1270,73,3
8232,70276,1009942,1450,53,0
8233,71276,1009942,1451,44,7
8234,72276,1009942,1878,16,0
8235,73276,1009942,2589,0,0
8236,74276,1009942,2650,0,0
8237,75276,1009942,2646,0,0
8238,76276,1009942,2336,0,0
8239,77276,1009942,2200,0,0
8240,78276,1009942,1811,34,1
8241,79276,1009942,1361,70,0
8242,80276,1009942,1414,44,0
8243,81276,1009942,1689,38,0
8244,82276,1009942,1866,15,0
8245,83276,1009942,1793,37,0
8246,84276,1009942,1534,60,0
8247,85276,1009942,1515,34,2
8248,86276,1009942,2063,2,0
8249,87276,1009942,1539,53,1
8250,88276,1009942,1541,47,0
8251,89276,1009942,1470,34,0
8252,90276,1009942,1528,42,0
8253,91276,1009942,1631,64,0
8254,92276,1009942,1263,79,0
8255,93276,1009942,1025,34,2
8256,94276,1009942,1130,48,0
8257,95276,1009942,1525,58,0
8258,96276,1009942,1563,45,0
8259,97276,1009942,1648,37,0
8260,98276,1009942,1490,30,0
8261,99276,1009942,1639,17,1
8262,100276,1009942,1878,0,0
8263,101276,1009942,1659,44,0
8264,102276,1009942,1564,8,1
8265,103276,1009942,1801,10,0
8266,104276,1009942,1302,60,2
8267,105276,1009942,992,17,1
8268,106276,1009942,1171,33,0
8269,107276,1009942,1764,3,0
8270,108276,1009942,1766,3,0
8271,109276,1009942,1577,12,0
8272,110276,1009942,1569,7,1
8273,111276,1009942,1405,38,0
8274,112276,1009942,1384,70,0
8275,113276,1009942,1520,50,0
8276,114276,1009942,1486,98,0
8277,115276,1009942,1422,72,0
8278,116276,1009942,1290,66,0
8279,117276,1009942,1111,83,2
8280,118276,1009942,990,51,2
8281,119276,1009942,1018,47,0
8282,120276,1009942,887,42,0
8283,121276,1009942,809,31,7
8284,122276,1009942,839,27,4
8285,123276,1009942,843,21,0
8286,124276,1009942,851,1,0
8287,125276,1009942,825,5,0
8288,126276,1009942,756,15,0
8289,127276,1009942,710,19,0
8290,128276,1009942,723,1,0
8291,129276,1009942,740,25,0
8292,130276,1009942,659,7,0
8293,131276,1009942,672,7,0
8294,132276,1009942,680,2,0
8295,133276,1009942,659,0,0
8296,134276,1009942,666,19,0
8297,135276,1009942,617,8,0
8298,136276,1009942,615,28,0
8299,137276,1009942,586,7,0
8300,138276,1009942,562,12,0
8301,139276,1009942,492,6,5
8302,140276,1009942,488,21,4
8303,141276,1009942,486,12,5
8304,142276,1009942,480,25,6
8305,143276,1009942,490,27,0
8306,144276,1009942,488,16,7
8307,145276,1009942,492,39,7
8308,146276,1009942,498,5,0
8309,147276,1009942,517,18,0
8310,148276,1009942,519,37,0
8311,149276,1009942,517,37,1
8312,150276,1009942,492,57,16
8313,151276,1009942,505,72,0
8314,152276,1009942,480,1,1
8315,153276,1009942,444,4,1
8316,154276,1009942,443,1,0
8317,155276,1009942,445,0,10
8318,156276,1009942,443,0,0
8319,157276,1009942,450,1,0
8320,158276,1009942,450,0,0
8321,159276,1009942,521,59,0
8322,160276,1009942,536,100,0
8323,161276,1009942,482,65,0
8324,162276,1009942,454,1,0
8325,163276,1009942,435,0,0
8326,164276,1009942,431,8,37
8327,165276,1009942,433,24,20
8328,166276,1009942,650,67,0
8329,167276,1009942,735,65,1
8330,168276,1009942,626,26,0
8331,169276,1009942,920,90,0
8332,170276,1009942,912,91,0
8333,171276,1009942,638,42,3
8334,172276,1009942,906,77,0
8335,173276,1009942,1210,65,0
8336,174276,1009942,1072,91,0
8337,175276,1009942,852,46,0
8338,176276,1009942,747,8,0
8339,177276,1009942,780,2,0
8340,178276,1009942,1103,77,0
8341,179276,1009942,1160,50,0
8342,180276,1009942,854,55,0
8343,181276,1009942,793,42,0
8344,182276,1009942,907,64,0
8345,183276,1009942,719,71,0
8346,184276,1009942,656,57,1
8347,185276,1009942,854,80,0
8348,186276,1009942,592,60,0
8349,187276,1009942,489,0,2
8350,188276,1009942,485,34,0
8351,189276,1009942,574,87,0
8352,190276,1009942,563,36,0
8353,191276,1009942,591,40,0
8354,192276,1009942,756,41,0
8355,193276,1009942,916,49,0
8356,194276,1009942,803,38,0
8357,195276,1009942,755,78,0
8358,196276,1009942,721,78,0
8359,197276,1009942,642,51,0
8360,198276,1009942,695,61,0
8361,199276,1009942,708,16,0
8362,26276,1010942,3609,0,0
8363,27276,1010942,3592,0,0
8364,28276,1010942,3089,0,0
8365,29276,1010942,2746,0,0
8366,30276,1010942,2400,0,1
8367,31276,1010942,2354,0,0
8368,32276,1010942,2625,0,1
8369,33276,1010942,2956,0,0
8370,34276,1010942,3059,0,0
8371,35276,1010942,3247,0,0
8372,36276,1010942,2942,0,0
8373,37276,1010942,2930,0,0
8374,38276,1010942,2918,0,0
8375,39276,1010942,2794,0,1
8376,40276,1010942,2702,0,1
8377,41276,1010942,2566,0,4
8378,42276,1010942,2343,0,0
8379,43276,1010942,1980,31,0
8380,44276,1010942,1459,59,0
8381,45276,1010942,1015,46,6
8382,46276,1010942,1266,33,0
8383,47276,1010942,1683,31,0
8384,48276,1010942,1952,59,0
8385,49276,1010942,2076,28,0
8386,50276,1010942,1981,6,0
8387,51276,1010942,2193,4,0
8388,52276,1010942,2169,7,0
8389,53276,1010942,1881,57,0
8390,54276,1010942,1604,61,0
8391,55276,1010942,1358,61,0
8392,56276,1010942,1161,33,0
8393,57276,1010942,1370,58,0
8394,58276,1010942,1177,70,0
8395,59276,1010942,580,38,9
8396,60276,1010942,476,0,6
8397,61276,1010942,490,0,0
8398,62276,1010942,533,6,0
8399,63276,1010942,767,40,0
8400,64276,1010942,836,58,0
8401,65276,1010942,912,80,0
8402,66276,1010942,1036,67,0
8403,67276,1010942,1288,66,0
8404,68276,1010942,1459,45,0
8405,69276,1010942,1489,35,1
8406,70276,1010942,1768,13,0
8407,71276,1010942,1802,26,0
8408,72276,1010942,1775,6,1
8409,73276,1010942,2450,0,0
8410,74276,1010942,2515,0,0
8411,75276,1010942,2509,0,0
8412,76276,1010942,2467,0,0
8413,77276,1010942,1979,0,0
8414,78276,1010942,1860,9,1
8415,79276,1010942,1566,45,1
8416,80276,1010942,1362,54,1
8417,81276,1010942,1394,36,0
8418,82276,1010942,1701,32,0
8419,83276,1010942,1735,49,0
8420,84276,1010942,1547,63,0
8421,85276,1010942,1430,61,0
8422,86276,1010942,1932,1,0
8423,87276,1010942,1652,42,0
8424,88276,1010942,1379,39,1
8425,89276,1010942,1529,30,0
8426,90276,1010942,1391,30,0
8427,91276,1010942,1346,40,0
8428,92276,1010942,1366,88,0
8429,93276,1010942,1035,23,2
8430,94276,1010942,1164,24,0
8431,95276,1010942,1266,58,3
8432,96276,1010942,1319,45,2
8433,97276,1010942,1379,53,1
8434,98276,1010942,1417,49,0
8435,99276,1010942,1566,49,0
8436,100276,1010942,1879,5,0
8437,101276,1010942,1863,6,0
8438,102276,1010942,1505,13,0
8439,103276,1010942,1452,40,0
8440,104276,1010942,1475,49,1
8441,105276,1010942,1220,76,0
8442,106276,1010942,1013,28,1
8443,107276,1010942,1496,17,0
8444,108276,1010942,1853,0,0
8445,109276,1010942,1790,0,0
8446,110276,1010942,1745,9,0
8447,111276,1010942,1558,14,0
8448,112276,1010942,1437,14,0
8449,113276,1010942,1438,15,0
8450,114276,1010942,1461,78,0
8451,115276,1010942,1352,89,3
8452,116276,1010942,1227,73,3
8453,117276,1010942,1163,56,1
8454,118276,1010942,1116,42,3
8455,119276,1010942,919,73,1
8456,120276,1010942,847,20,8
8457,121276,1010942,903,14,6
8458,122276,1010942,936,18,1
8459,123276,1010942,895,26,0
8460,124276,1010942,874,0,1
8461,125276,1010942,825,9,0
8462,126276,1010942,751,10,0
8463,127276,1010942,728,12,0
8464,128276,1010942,757,12,0
8465,129276,1010942,737,31,0
8466,130276,1010942,684,62,1
8467,131276,1010942,704,27,0
8468,132276,1010942,719,62,0
8469,133276,1010942,659,7,0
8470,134276,1010942,651,9,0
8471,135276,1010942,617,0,0
8472,136276,1010942,633,1,0
8473,137276,1010942,600,0,0
8474,138276,1010942,552,20,0
8475,139276,1010942,509,42,5
8476,140276,1010942,527,32,0
8477,141276,1010942,551,28,0
8478,142276,1010942,551,14,1
8479,143276,1010942,522,39,6
8480,144276,1010942,534,36,3
8481,145276,1010942,486,19,2
8482,146276,1010942,473,16,9
8483,147276,1010942,466,10,8
8484,148276,1010942,523,45,4
8485,149276,1010942,485,32,19
8486,150276,1010942,462,12,13
8487,151276,1010942,469,7,10
8488,152276,1010942,485,34,0
8489,153276,1010942,473,49,0
8490,154276,1010942,446,0,0
8491,155276,1010942,445,0,10
8492,156276,1010942,444,0,0
8493,157276,1010942,443,0,0
8494,158276,1010942,451,5,0
8495,159276,1010942,455,1,0
8496,160276,1010942,509,28,0
8497,161276,1010942,511,19,0
8498,162276,1010942,503,1,0
8499,163276,1010942,445,2,5
8500,164276,1010942,434,0,7
8501,165276,1010942,435,1,1
8502,166276,1010942,462,5,1
8503,167276,1010942,646,55,0
8504,168276,1010942,683,86,0
8505,169276,1010942,616,78,0
8506,170276,1010942,637,40,1
8507,171276,1010942,626,36,3
8508,172276,1010942,749,51,0
8509,173276,1010942,1121,61,0
8510,174276,1010942,1215,64,0
8511,175276,1010942,890,69,0
8512,176276,1010942,768,30,0
8513,177276,1010942,767,11,0
8514,178276,1010942,1113,67,0
8515,179276,1010942,1242,37,0
8516,180276,1010942,989,70,0
8517,181276,1010942,855,48,0
8518,182276,1010942,1002,26,0
8519,183276,1010942,712,76,0
8520,184276,1010942,686,51,1
8521,185276,1010942,894,71,0
8522,186276,1010942,629,68,0
8523,187276,1010942,501,2,1
8524,188276,1010942,476,3,2
8525,189276,1010942,529,66,0
8526,190276,1010942,519,72,1
8527,191276,1010942,568,57,0
8528,192276,1010942,715,79,0
8529,193276,1010942,861,37,0
8530,194276,1010942,763,4,0
8531,195276,1010942,686,28,0
8532,196276,1010942,674,76,1
8533,197276,1010942,661,39,2
8534,198276,1010942,667,2,0
8535,27276,1011942,3358,0,0
8536,28276,1011942,3128,0,0
8537,29276,1011942,2769,0,0
8538,30276,1011942,2498,0,1
8539,31276,1011942,2796,0,0
8540,32276,1011942,2958,0,1
8541,33276,1011942,3345,0,0
8542,34276,1011942,3434,0,0
8543,35276,1011942,3436,0,0
8544,36276,1011942,3368,0,0
8545,37276,1011942,3482,0,0
8546,38276,1011942,2951,0,0
8547,39276,1011942,2655,0,4
8548,40276,1011942,2431,0,6
8549,41276,1011942,2392,0,1
8550,42276,1011942,2139,3,0
8551,43276,1011942,1741,83,0
8552,44276,1011942,1219,60,2
8553,45276,1011942,1165,43,7
8554,46276,1011942,1560,57,0
8555,47276,1011942,2010,16,0
8556,48276,1011942,2290,0,0
8557,49276,1011942,2411,0,0
8558,50276,1011942,2488,0,0
8559,51276,1011942,2354,0,2
8560,52276,1011942,2137,10,2
8561,53276,1011942,2134,39,0
8562,54276,1011942,1858,71,0
8563,55276,1011942,1446,85,0
8564,56276,1011942,1509,63,0
8565,57276,1011942,1749,81,0
8566,58276,1011942,1455,74,0
8567,59276,1011942,965,36,0
8568,60276,1011942,481,12,11
8569,61276,1011942,475,0,1
8570,62276,1011942,482,0,2
8571,63276,1011942,491,3,2
8572,64276,1011942,772,23,0
8573,65276,1011942,1083,62,0
8574,66276,1011942,1352,85,0
8575,67276,1011942,1796,44,0
8576,68276,1011942,2065,7,0
8577,69276,1011942,2208,0,0
8578,70276,1011942,2395,0,0
8579,71276,1011942,2341,0,0
8580,72276,1011942,2066,0,2
8581,73276,1011942,2313,0,0
8582,74276,1011942,2401,0,0
8583,75276,1011942,2373,0,0
8584,76276,1011942,2648,0,0
8585,77276,1011942,2617,0,0
8586,78276,1011942,2482,0,0
8587,79276,1011942,2159,1,0
8588,80276,1011942,1558,52,0
8589,81276,1011942,1272,29,1
8590,82276,1011942,1294,27,0
8591,83276,1011942,1337,61,1
8592,84276,1011942,1310,59,1
8593,85276,1011942,1267,39,1
8594,86276,1011942,1426,47,0
8595,87276,1011942,1438,88,0
8596,88276,1011942,1317,27,0
8597,89276,1011942,1361,45,0
8598,90276,1011942,1520,26,0
8599,91276,1011942,1370,61,0
8600,92276,1011942,1194,53,0
8601,93276,1011942,1029,9,2
8602,94276,1011942,1217,44,0
8603,95276,1011942,1543,44,0
8604,96276,1011942,1731,34,0
8605,97276,1011942,1622,39,0
8606,98276,1011942,1709,33,0
8607,99276,1011942,1751,16,1
8608,100276,1011942,1668,29,0
8609,101276,1011942,1787,7,1
8610,102276,1011942,1848,10,0
8611,103276,1011942,1689,29,0
8612,104276,1011942,1606,28,1
8613,105276,1011942,1430,61,0
8614,106276,1011942,1022,42,3
8615,107276,1011942,1348,34,0
8616,108276,1011942,1776,1,0
8617,109276,1011942,1733,9,0
8618,110276,1011942,1542,24,0
8619,111276,1011942,1584,17,0
8620,112276,1011942,1301,40,0
8621,113276,1011942,1341,42,0
8622,114276,1011942,1546,22,0
8623,115276,1011942,1525,42,0
8624,116276,1011942,1495,74,0
8625,117276,1011942,1428,40,0
8626,118276,1011942,1334,50,0
8627,119276,1011942,1090,100,0
8628,120276,1011942,936,49,1
8629,121276,1011942,920,3,0
8630,122276,1011942,1001,37,0
8631,123276,1011942,930,44,0
8632,124276,1011942,878,22,0
8633,125276,1011942,847,25,0
8634,126276,1011942,756,3,0
8635,127276,1011942,745,6,0
8636,128276,1011942,765,47,0
8637,129276,1011942,762,26,1
8638,130276,1011942,721,19,0
8639,131276,1011942,687,16,1
8640,132276,1011942,666,22,0
8641,133276,1011942,645,21,0
8642,134276,1011942,635,8,0
8643,135276,1011942,630,8,0
8644,136276,1011942,635,20,0
8645,137276,1011942,586,5,0
8646,138276,1011942,540,15,3
8647,139276,1011942,586,31,2
8648,140276,1011942,564,21,0
8649,141276,1011942,583,5,0
8650,142276,1011942,578,14,0
8651,143276,1011942,610,11,0
8652,144276,1011942,607,18,0
8653,145276,1011942,556,4,0
8654,146276,1011942,529,58,0
8655,147276,1011942,490,55,12
8656,148276,1011942,469,31,19
8657,149276,1011942,527,43,2
8658,150276,1011942,571,19,0
8659,151276,1011942,527,40,7
8660,152276,1011942,459,12,10
8661,153276,1011942,481,60,9
8662,154276,1011942,458,16,0
8663,155276,1011942,447,0,8
8664,156276,1011942,445,0,0
8665,157276,1011942,444,0,0
8666,158276,1011942,443,0,0
8667,159276,1011942,442,0,0
8668,160276,1011942,445,0,0
8669,161276,1011942,468,6,0
8670,162276,1011942,536,86,0
8671,163276,1011942,435,0,10
8672,164276,1011942,437,5,0
8673,165276,1011942,448,8,0
8674,166276,1011942,437,1,2
8675,167276,1011942,501,41,0
8676,168276,1011942,617,94,1
8677,169276,1011942,672,85,0
8678,170276,1011942,931,59,0
8679,171276,1011942,843,82,0
8680,172276,1011942,702,34,0
8681,173276,1011942,1079,56,0
8682,174276,1011942,1248,46,0
8683,175276,1011942,894,71,0
8684,176276,1011942,763,6,0
8685,177276,1011942,757,11,1
8686,178276,1011942,986,81,0
8687,179276,1011942,1289,33,0
8688,180276,1011942,1080,73,0
8689,181276,1011942,872,44,0
8690,182276,1011942,996,49,0
8691,183276,1011942,735,93,0
8692,184276,1011942,616,8,0
8693,185276,1011942,834,93,0
8694,186276,1011942,685,89,0
8695,187276,1011942,486,6,0
8696,188276,1011942,467,2,2
8697,189276,1011942,505,43,0
8698,190276,1011942,563,93,0
8699,191276,1011942,620,46,0
8700,192276,1011942,803,56,0
8701,193276,1011942,861,27,0
8702,194276,1011942,768,21,0
8703,195276,1011942,710,37,0
8704,196276,1011942,759,79,0
8705,197276,1011942,711,76,0
8706,28276,1012942,2990,0,0
8707,29276,1012942,2817,0,0
8708,30276,1012942,2747,0,0
8709,31276,1012942,3070,0,0
8710,32276,1012942,3503,0,0
8711,33276,1012942,3391,0,0
8712,34276,1012942,3324,0,0
8713,35276,1012942,3376,0,0
8714,36276,1012942,3568,0,0
8715,37276,1012942,3379,0,0
8716,38276,1012942,3076,0,0
8717,39276,1012942,2750,0,0
8718,40276,1012942,2580,0,1
8719,41276,1012942,2236,6,0
8720,42276,1012942,1974,27,0
8721,43276,1012942,1605,83,0
8722,44276,1012942,1289,49,1
8723,45276,1012942,1554,37,3
8724,46276,1012942,1990,20,0
8725,47276,1012942,2250,0,0
8726,48276,1012942,2346,0,1
8727,49276,1012942,2607,0,0
8728,50276,1012942,2764,0,0
8729,51276,1012942,2602,0,12
8730,52276,1012942,2548,0,0
8731,53276,1012942,2299,4,0
8732,54276,1012942,1860,53,1
8733,55276,1012942,1750,54,0
8734,56276,1012942,1934,49,0
8735,57276,1012942,1924,86,0
8736,58276,1012942,1591,38,2
8737,59276,1012942,1204,50,0
8738,60276,1012942,748,34,1
8739,61276,1012942,477,8,9
8740,62276,1012942,480,11,2
8741,63276,1012942,480,0,1
8742,64276,1012942,527,2,0
8743,65276,1012942,851,11,1
8744,66276,1012942,1202,71,0
8745,67276,1012942,1479,39,0
8746,68276,1012942,1783,31,0
8747,69276,1012942,2047,0,0
8748,70276,1012942,2252,0,0
8749,71276,1012942,2250,0,1
8750,72276,1012942,2353,0,0
8751,73276,1012942,2305,0,0
8752,74276,1012942,2274,0,0
8753,75276,1012942,2284,0,1
8754,76276,1012942,2299,0,0
8755,77276,1012942,2397,0,0
8756,78276,1012942,2410,0,0
8757,79276,1012942,2168,0,0
8758,80276,1012942,1740,53,0
8759,81276,1012942,1232,35,1
8760,82276,1012942,1201,25,0
8761,83276,1012942,1239,4,0
8762,84276,1012942,1203,5,0
8763,85276,1012942,1200,34,3
8764,86276,1012942,1210,26,1
8765,87276,1012942,1150,31,1
8766,88276,1012942,1161,23,0
8767,89276,1012942,1108,16,0
8768,90276,1012942,1181,27,1
8769,91276,1012942,1171,38,1
8770,92276,1012942,1043,6,1
8771,93276,1012942,1064,1,0
8772,94276,1012942,1177,32,0
8773,95276,1012942,1438,23,0
8774,96276,1012942,1626,48,0
8775,97276,1012942,1757,21,0
8776,98276,1012942,1702,35,0
8777,99276,1012942,1777,25,0
8778,100276,1012942,1573,57,2
8779,101276,1012942,1548,38,1
8780,102276,1012942,1691,21,0
8781,103276,1012942,1750,16,0
8782,104276,1012942,1573,51,0
8783,105276,1012942,1384,45,0
8784,106276,1012942,1178,65,0
8785,107276,1012942,1102,32,0
8786,108276,1012942,1486,15,1
8787,109276,1012942,1751,4,0
8788,110276,1012942,1653,3,0
8789,111276,1012942,1387,37,0
8790,112276,1012942,1129,42,9
8791,113276,1012942,1087,26,14
8792,114276,1012942,1300,49,0
8793,115276,1012942,1385,21,1
8794,116276,1012942,1451,33,0
8795,117276,1012942,1530,12,0
8796,118276,1012942,1390,41,1
8797,119276,1012942,1150,98,1
8798,120276,1012942,933,60,0
8799,121276,1012942,875,1,2
8800,122276,1012942,960,7,0
8801,123276,1012942,920,27,0
8802,124276,1012942,860,9,0
8803,125276,1012942,791,3,0
8804,126276,1012942,771,1,0
8805,127276,1012942,802,0,0
8806,128276,1012942,818,39,0
8807,129276,1012942,819,3,0
8808,130276,1012942,785,17,0
8809,131276,1012942,719,5,0
8810,132276,1012942,673,7,1
8811,133276,1012942,662,0,0
8812,134276,1012942,635,8,0
8813,135276,1012942,650,26,0
8814,136276,1012942,616,1,0
8815,137276,1012942,587,7,1
8816,138276,1012942,528,15,5
8817,139276,1012942,578,2,0
8818,140276,1012942,615,22,0
8819,141276,1012942,601,9,0
8820,142276,1012942,604,4,0
8821,143276,1012942,600,31,0
8822,144276,1012942,640,50,0
8823,145276,1012942,601,26,0
8824,146276,1012942,535,32,0
8825,147276,1012942,484,22,9
8826,148276,1012942,572,36,0
8827,149276,1012942,606,21,0
8828,150276,1012942,610,22,0
8829,151276,1012942,550,53,0
8830,152276,1012942,526,52,0
8831,153276,1012942,477,12,8
8832,154276,1012942,450,14,8
8833,155276,1012942,448,4,1
8834,156276,1012942,446,16,1
8835,157276,1012942,444,0,0
8836,158276,1012942,443,11,0
8837,159276,1012942,441,1,0
8838,160276,1012942,439,0,0
8839,161276,1012942,438,0,1
8840,162276,1012942,538,90,0
8841,163276,1012942,434,0,10
8842,164276,1012942,445,29,0
8843,165276,1012942,474,79,0
8844,166276,1012942,444,11,0
8845,167276,1012942,450,1,2
8846,168276,1012942,597,76,0
8847,169276,1012942,798,74,0
8848,170276,1012942,892,39,0
8849,171276,1012942,920,31,0
8850,172276,1012942,728,59,1
8851,173276,1012942,1002,86,0
8852,174276,1012942,1267,43,0
8853,175276,1012942,950,85,0
8854,176276,1012942,737,8,1
8855,177276,1012942,748,5,0
8856,178276,1012942,902,50,0
8857,179276,1012942,1250,53,0
8858,180276,1012942,1082,66,0
8859,181276,1012942,933,51,0
8860,182276,1012942,1033,68,0
8861,183276,1012942,750,82,0
8862,184276,1012942,650,36,0
8863,185276,1012942,859,88,0
8864,186276,1012942,592,45,0
8865,187276,1012942,475,1,0
8866,188276,1012942,470,8,1
8867,189276,1012942,549,57,0
8868,190276,1012942,565,24,0
8869,191276,1012942,650,48,0
8870,192276,1012942,838,16,0
8871,193276,1012942,852,14,0
8872,194276,1012942,828,17,0
8873,195276,1012942,732,21,0
8874,196276,1012942,794,1,0
8875,197276,1012942,724,53,0
8876,198276,1012942,597,20,0
8877,29276,1013942,3403,0,0
8878,30276,1013942,3273,0,0
8879,31276,1013942,3472,0,0
8880,32276,1013942,3891,0,0
8881,33276,1013942,3538,0,0
8882,34276,1013942,3157,0,0
8883,35276,1013942,3159,0,0
8884,36276,1013942,3093,0,0
8885,37276,1013942,2968,0,0
8886,38276,1013942,2677,0,0
8887,39276,1013942,2503,0,0
8888,40276,1013942,2370,0,0
8889,41276,1013942,2121,12,1
8890,42276,1013942,1788,68,2
8891,43276,1013942,1485,61,4
8892,44276,1013942,1825,20,1
8893,45276,1013942,2203,4,0
8894,46276,1013942,2426,0,2
8895,47276,1013942,2694,0,0
8896,48276,1013942,2584,0,0
8897,49276,1013942,2775,0,0
8898,50276,1013942,2703,0,0
8899,51276,1013942,2415,0,0
8900,52276,1013942,2463,0,0
8901,53276,1013942,2452,0,0
8902,54276,1013942,2337,4,0
8903,55276,1013942,2169,10,0
8904,56276,1013942,2291,11,0
8905,57276,1013942,2073,35,3
8906,58276,1013942,1644,53,0
8907,59276,1013942,1350,6,0
8908,60276,1013942,1018,74,0
8909,61276,1013942,493,44,5
8910,62276,1013942,478,0,1
8911,63276,1013942,480,0,0
8912,64276,1013942,490,0,0
8913,65276,1013942,740,0,0
8914,66276,1013942,964,46,0
8915,67276,1013942,1192,53,0
8916,68276,1013942,1370,15,0
8917,69276,1013942,1729,40,0
8918,70276,1013942,1956,9,0
8919,71276,1013942,2104,0,0
8920,72276,1013942,2278,0,0
8921,73276,1013942,2063,1,0
8922,74276,1013942,2122,1,0
8923,75276,1013942,2178,0,1
8924,76276,1013942,2220,0,0
8925,77276,1013942,2139,0,2
8926,78276,1013942,2090,0,18
8927,79276,1013942,2023,0,3
8928,80276,1013942,1730,31,4
8929,81276,1013942,1499,48,1
8930,82276,1013942,1558,60,0
8931,83276,1013942,1455,51,0
8932,84276,1013942,1565,27,0
8933,85276,1013942,1533,42,0
8934,86276,1013942,1507,24,0
8935,87276,1013942,1670,56,0
8936,88276,1013942,1632,71,0
8937,89276,1013942,1287,39,0
8938,90276,1013942,1111,9,0
8939,91276,1013942,1073,6,2
8940,92276,1013942,1099,3,0
8941,93276,1013942,1146,6,0
8942,94276,1013942,1189,6,0
8943,95276,1013942,1256,6,0
8944,96276,1013942,1471,17,0
8945,97276,1013942,1532,44,0
8946,98276,1013942,1599,23,2
8947,99276,1013942,1807,12,0
8948,100276,1013942,1664,48,0
8949,101276,1013942,1440,49,2
8950,102276,1013942,1352,31,0
8951,103276,1013942,1449,25,1
8952,104276,1013942,1646,6,0
8953,105276,1013942,1560,38,0
8954,106276,1013942,1145,33,0
8955,107276,1013942,1154,44,2
8956,108276,1013942,1529,38,0
8957,109276,1013942,1611,4,0
8958,110276,1013942,1500,7,0
8959,111276,1013942,1394,21,0
8960,112276,1013942,1296,57,1
8961,113276,1013942,1063,12,23
8962,114276,1013942,1074,15,1
8963,115276,1013942,1216,47,2
8964,116276,1013942,1248,32,0
8965,117276,1013942,1314,45,1
