,northing,easting,elevation,forest
5131,178276,991942,997,2
5132,179276,991942,993,14
5133,180276,991942,983,51
5134,181276,991942,909,72
5135,182276,991942,740,55
5136,183276,991942,580,47
5137,191276,991942,795,95
5138,192276,991942,669,82
5139,193276,991942,541,24
5140,194276,991942,502,15
5141,195276,991942,539,0
5142,196276,991942,576,3
5143,197276,991942,587,51
5144,198276,991942,558,18
5145,199276,991942,560,8
5146,200276,991942,558,5
5147,201276,991942,538,1
5148,202276,991942,519,33
5149,203276,991942,480,88
5150,204276,991942,432,23
5151,205276,991942,399,0
5152,34276,992942,3776,0
5153,35276,992942,3369,0
5154,36276,992942,3268,0
5155,37276,992942,3319,0
5156,38276,992942,3271,0
5157,39276,992942,3171,0
5158,40276,992942,2767,0
5159,41276,992942,2145,9
5160,42276,992942,1838,20
5161,43276,992942,2307,12
5162,44276,992942,2277,0
5163,45276,992942,1801,56
5164,46276,992942,1364,62
5165,47276,992942,1442,72
5166,48276,992942,1663,56
5167,49276,992942,1736,82
5168,50276,992942,1357,95
5169,51276,992942,809,70
5170,52276,992942,964,51
5171,53276,992942,1157,56
5172,54276,992942,1259,89
5173,55276,992942,1260,85
5174,56276,992942,1057,92
5175,57276,992942,840,99
5176,58276,992942,646,76
5177,59276,992942,534,44
5178,60276,992942,505,76
5179,61276,992942,438,30
5180,62276,992942,483,51
5181,63276,992942,473,44
5182,64276,992942,495,3
5183,65276,992942,535,10
5184,66276,992942,438,18
5185,67276,992942,453,12
5186,68276,992942,588,81
5187,69276,992942,500,20
5188,70276,992942,662,32
5189,71276,992942,808,35
5190,72276,992942,1085,82
5191,73276,992942,975,73
5192,74276,992942,950,59
5193,75276,992942,696,93
5194,76276,992942,1035,81
5195,77276,992942,1270,11
5196,78276,992942,1442,28
5197,79276,992942,1695,33
5198,80276,992942,1877,1
5199,81276,992942,2079,0
5200,82276,992942,1889,17
5201,83276,992942,1491,44
5202,84276,992942,1389,37
5203,85276,992942,1611,18
5204,86276,992942,1729,13
5205,87276,992942,1345,55
5206,88276,992942,1295,87
5207,89276,992942,1131,76
5208,90276,992942,1199,67
5209,91276,992942,1023,35
5210,92276,992942,979,35
5211,93276,992942,1146,40
5212,94276,992942,1270,28
5213,95276,992942,1539,2
5214,96276,992942,1675,2
5215,97276,992942,1304,25
5216,98276,992942,1343,31
5217,99276,992942,1656,4
5218,100276,992942,1809,5
5219,101276,992942,1327,55
5220,102276,992942,1232,93
5221,103276,992942,1206,96
5222,104276,992942,1038,87
5223,105276,992942,968,58
5224,106276,992942,898,29
5225,107276,992942,848,0
5226,108276,992942,793,1
5227,109276,992942,906,5
5228,110276,992942,1019,59
5229,111276,992942,973,69
5230,112276,992942,953,47
5231,113276,992942,1038,77
5232,114276,992942,1040,36
5233,115276,992942,1031,62
5234,116276,992942,929,24
5235,117276,992942,803,7
5236,118276,992942,758,2
5237,119276,992942,710,31
5238,120276,992942,652,20
5239,121276,992942,689,0
5240,122276,992942,733,0
5241,123276,992942,714,5
5242,124276,992942,747,2
5243,125276,992942,735,19
5244,126276,992942,652,3
5245,127276,992942,611,36
5246,128276,992942,596,52
5247,129276,992942,591,68
5248,130276,992942,583,56
5249,131276,992942,554,4
5250,132276,992942,611,47
5251,133276,992942,580,8
5252,134276,992942,499,19
5253,135276,992942,446,0
5254,136276,992942,438,1
5255,137276,992942,436,0
5256,138276,992942,435,3
5257,139276,992942,434,0
5258,140276,992942,433,0
5259,141276,992942,501,6
5260,142276,992942,549,21
5261,143276,992942,507,62
5262,144276,992942,463,9
5263,145276,992942,431,24
5264,146276,992942,429,0
5265,147276,992942,429,0
5266,148276,992942,429,0
5267,149276,992942,429,0
5268,150276,992942,429,7
5269,151276,992942,447,10
5270,152276,992942,465,2
5271,153276,992942,451,17
5272,154276,992942,523,54
5273,155276,992942,624,50
5274,156276,992942,778,60
5275,157276,992942,905,40
5276,158276,992942,1050,73
5277,159276,992942,1151,75
5278,160276,992942,1202,59
5279,161276,992942,1226,37
5280,162276,992942,1223,87
5281,163276,992942,1171,56
5282,164276,992942,1149,27
5283,165276,992942,1146,29
5284,166276,992942,991,57
5285,167276,992942,770,0
5286,168276,992942,897,76
5287,169276,992942,1186,55
5288,170276,992942,1228,7
5289,171276,992942,1166,25
5290,172276,992942,1037,49
5291,173276,992942,1016,19
5292,174276,992942,1039,5
5293,175276,992942,1049,24
5294,176276,992942,1001,14
5295,177276,992942,990,33
5296,178276,992942,970,22
5297,179276,992942,977,1
5298,180276,992942,977,33
5299,181276,992942,959,44
5300,182276,992942,868,68
5301,183276,992942,634,89
5302,184276,992942,540,28
5303,185276,992942,824,0
5304,186276,992942,864,3
5305,191276,992942,888,25
5306,192276,992942,724,95
5307,193276,992942,554,74
5308,194276,992942,489,11
5309,195276,992942,526,2
5310,196276,992942,544,20
5311,197276,992942,604,78
5312,198276,992942,600,12
5313,199276,992942,583,0
5314,200276,992942,560,3
5315,201276,992942,526,52
5316,202276,992942,523,34
5317,203276,992942,505,62
5318,204276,992942,424,22
5319,205276,992942,389,2
5320,206276,992942,370,0
5321,32276,993942,3617,0
5322,33276,993942,3576,0
5323,34276,993942,3483,0
5324,35276,993942,3105,0
5325,36276,993942,3043,0
5326,37276,993942,3241,0
5327,38276,993942,3140,0
5328,39276,993942,3009,0
5329,40276,993942,2711,0
5330,41276,993942,2336,0
5331,42276,993942,2524,0
5332,43276,993942,2534,0
5333,44276,993942,2342,0
5334,45276,993942,1922,58
5335,46276,993942,1470,92
5336,47276,993942,1027,48
5337,48276,993942,1139,86
5338,49276,993942,1494,80
5339,50276,993942,1588,92
5340,51276,993942,1297,94
5341,52276,993942,781,67
5342,53276,993942,892,74
5343,54276,993942,678,68
5344,55276,993942,475,40
5345,56276,993942,477,42
5346,57276,993942,449,14
5347,58276,993942,450,1
5348,59276,993942,466,19
5349,60276,993942,473,45
5350,61276,993942,724,83
5351,62276,993942,1136,78
5352,63276,993942,920,90
5353,64276,993942,597,49
5354,65276,993942,560,35
5355,66276,993942,497,39
5356,67276,993942,466,41
5357,68276,993942,531,59
5358,69276,993942,700,26
5359,70276,993942,701,69
5360,71276,993942,899,23
5361,72276,993942,1212,30
5362,73276,993942,1341,49
5363,74276,993942,1330,84
5364,75276,993942,1092,59
5365,76276,993942,775,85
5366,77276,993942,1205,63
5367,78276,993942,1247,7
5368,79276,993942,1350,49
5369,80276,993942,1618,28
5370,81276,993942,1810,1
5371,82276,993942,1855,5
5372,83276,993942,1707,43
5373,84276,993942,1520,67
5374,85276,993942,1315,51
5375,86276,993942,1445,54
5376,87276,993942,1169,37
5377,88276,993942,1212,45
5378,89276,993942,1429,44
5379,90276,993942,1584,24
5380,91276,993942,1284,59
5381,92276,993942,1020,25
5382,93276,993942,946,50
5383,94276,993942,1102,31
5384,95276,993942,1199,27
5385,96276,993942,1466,17
5386,97276,993942,1404,69
5387,98276,993942,1126,49
5388,99276,993942,1470,24
5389,100276,993942,1466,11
5390,101276,993942,1394,45
5391,102276,993942,1302,36
5392,103276,993942,1300,53
5393,104276,993942,1239,55
5394,105276,993942,1001,22
5395,106276,993942,873,33
5396,107276,993942,823,0
5397,108276,993942,795,0
5398,109276,993942,820,11
5399,110276,993942,969,24
5400,111276,993942,979,51
5401,112276,993942,944,27
5402,113276,993942,972,11
5403,114276,993942,1041,48
5404,115276,993942,1042,81
5405,116276,993942,934,29
5406,117276,993942,836,13
5407,118276,993942,756,13
5408,119276,993942,702,10
5409,120276,993942,653,14
5410,121276,993942,693,0
5411,122276,993942,728,0
5412,123276,993942,719,3
5413,124276,993942,730,25
5414,125276,993942,753,22
5415,126276,993942,673,39
5416,127276,993942,615,0
5417,128276,993942,645,0
5418,129276,993942,628,26
5419,130276,993942,645,71
5420,131276,993942,564,14
5421,132276,993942,619,74
5422,133276,993942,620,71
5423,134276,993942,538,33
5424,135276,993942,490,4
5425,136276,993942,445,2
5426,137276,993942,436,2
5427,138276,993942,434,10
5428,139276,993942,433,6
5429,140276,993942,433,9
5430,141276,993942,435,2
5431,142276,993942,551,6
5432,143276,993942,551,37
5433,144276,993942,490,5
5434,145276,993942,435,2
5435,146276,993942,430,12
5436,147276,993942,429,0
5437,148276,993942,429,0
5438,149276,993942,429,0
5439,150276,993942,429,0
5440,151276,993942,433,8
5441,152276,993942,446,0
5442,153276,993942,458,0
5443,154276,993942,437,0
5444,155276,993942,469,35
5445,156276,993942,664,78
5446,157276,993942,847,64
5447,158276,993942,912,17
5448,159276,993942,966,42
5449,160276,993942,1014,31
5450,161276,993942,1074,71
5451,162276,993942,1297,90
5452,163276,993942,1366,50
5453,164276,993942,1351,39
5454,165276,993942,1192,42
5455,166276,993942,1080,85
5456,167276,993942,794,33
5457,168276,993942,777,37
5458,169276,993942,983,87
5459,170276,993942,1227,25
5460,171276,993942,1225,35
5461,172276,993942,1092,27
5462,173276,993942,1006,8
5463,174276,993942,999,10
5464,175276,993942,1018,8
5465,176276,993942,1046,31
5466,177276,993942,1000,7
5467,178276,993942,968,40
5468,179276,993942,951,5
5469,180276,993942,968,13
5470,181276,993942,974,23
5471,182276,993942,953,22
5472,183276,993942,790,69
5473,184276,993942,560,70
5474,185276,993942,785,34
5475,186276,993942,845,30
5476,191276,993942,811,15
5477,192276,993942,707,64
5478,193276,993942,586,74
5479,194276,993942,492,30
5480,195276,993942,511,36
5481,196276,993942,525,58
5482,197276,993942,556,39
5483,198276,993942,599,35
5484,199276,993942,598,14
5485,200276,993942,589,19
5486,201276,993942,527,23
5487,202276,993942,495,68
5488,203276,993942,491,86
5489,204276,993942,417,54
5490,205276,993942,416,58
5491,206276,993942,407,18
5492,30276,994942,3505,0
5493,31276,994942,3150,0
5494,32276,994942,2993,0
5495,33276,994942,3180,0
5496,34276,994942,3394,0
5497,35276,994942,3018,0
5498,36276,994942,2850,0
5499,37276,994942,3085,0
5500,38276,994942,3189,0
5501,39276,994942,3106,0
5502,40276,994942,2630,0
5503,41276,994942,2592,0
5504,42276,994942,2689,0
5505,43276,994942,2301,0
5506,44276,994942,2142,10
5507,45276,994942,2091,17
5508,46276,994942,1578,82
5509,47276,994942,950,88
5510,48276,994942,720,40
5511,49276,994942,993,71
5512,50276,994942,1217,58
5513,51276,994942,1302,86
5514,52276,994942,719,79
5515,53276,994942,519,34
5516,54276,994942,452,7
5517,55276,994942,452,8
5518,56276,994942,451,39
5519,57276,994942,510,60
5520,58276,994942,704,59
5521,59276,994942,794,79
5522,60276,994942,1023,93
5523,61276,994942,1377,94
5524,62276,994942,1352,72
5525,63276,994942,1450,41
5526,64276,994942,1227,93
5527,65276,994942,1058,98
5528,66276,994942,967,68
5529,67276,994942,910,80
5530,68276,994942,692,86
5531,69276,994942,912,24
5532,70276,994942,953,87
5533,71276,994942,924,99
5534,72276,994942,1145,43
5535,73276,994942,1378,27
5536,74276,994942,1703,69
5537,75276,994942,1237,87
5538,76276,994942,979,76
5539,77276,994942,875,69
5540,78276,994942,980,39
5541,79276,994942,1150,56
5542,80276,994942,1454,46
5543,81276,994942,1466,16
5544,82276,994942,1639,4
5545,83276,994942,1638,3
5546,84276,994942,1536,27
5547,85276,994942,1339,41
5548,86276,994942,1235,28
5549,87276,994942,1446,46
5550,88276,994942,1565,24
5551,89276,994942,1525,15
5552,90276,994942,1446,57
5553,91276,994942,977,81
5554,92276,994942,881,65
5555,93276,994942,835,24
5556,94276,994942,875,16
5557,95276,994942,950,47
5558,96276,994942,1083,49
5559,97276,994942,1052,84
5560,98276,994942,1269,82
5561,99276,994942,1377,20
5562,100276,994942,1515,21
5563,101276,994942,1184,45
5564,102276,994942,1087,50
5565,103276,994942,1120,52
5566,104276,994942,1002,30
5567,105276,994942,893,13
5568,106276,994942,842,0
5569,107276,994942,803,3
5570,108276,994942,784,0
5571,109276,994942,765,1
5572,110276,994942,835,25
5573,111276,994942,950,5
5574,112276,994942,896,49
5575,113276,994942,898,21
5576,114276,994942,986,21
5577,115276,994942,1138,94
5578,116276,994942,1037,63
5579,117276,994942,842,29
5580,118276,994942,785,0
5581,119276,994942,712,4
5582,120276,994942,664,31
5583,121276,994942,670,17
5584,122276,994942,705,6
5585,123276,994942,731,3
5586,124276,994942,727,51
5587,125276,994942,719,7
5588,126276,994942,682,20
5589,127276,994942,650,0
5590,128276,994942,660,27
5591,129276,994942,655,5
5592,130276,994942,657,8
5593,131276,994942,609,53
5594,132276,994942,561,39
5595,133276,994942,603,34
5596,134276,994942,560,21
5597,135276,994942,526,38
5598,136276,994942,469,2
5599,137276,994942,440,1
5600,138276,994942,434,0
5601,139276,994942,433,7
5602,140276,994942,432,35
5603,141276,994942,429,7
5604,142276,994942,459,3
5605,143276,994942,550,25
5606,144276,994942,509,1
5607,145276,994942,451,9
5608,146276,994942,433,26
5609,147276,994942,430,22
5610,148276,994942,429,1
5611,149276,994942,429,0
5612,150276,994942,429,13
5613,151276,994942,433,64
5614,152276,994942,433,1
5615,153276,994942,436,29
5616,154276,994942,432,0
5617,155276,994942,433,0
5618,156276,994942,459,24
5619,157276,994942,705,77
5620,158276,994942,870,75
5621,159276,994942,950,76
5622,160276,994942,927,13
5623,161276,994942,955,21
5624,162276,994942,1095,69
5625,163276,994942,1388,64
5626,164276,994942,1443,8
5627,165276,994942,1345,46
5628,166276,994942,1128,84
5629,167276,994942,1050,69
5630,168276,994942,768,26
5631,169276,994942,838,80
5632,170276,994942,1111,68
5633,171276,994942,1215,45
5634,172276,994942,1161,37
5635,173276,994942,1042,31
5636,174276,994942,997,33
5637,175276,994942,1050,22
5638,176276,994942,1042,10
5639,177276,994942,1015,27
5640,178276,994942,989,23
5641,179276,994942,971,20
5642,180276,994942,947,30
5643,181276,994942,985,19
5644,182276,994942,959,17
5645,183276,994942,750,66
5646,184276,994942,579,46
5647,185276,994942,559,69
5648,186276,994942,744,51
5649,187276,994942,875,0
5650,191276,994942,850,51
5651,192276,994942,687,94
5652,193276,994942,557,12
5653,194276,994942,528,31
5654,195276,994942,489,27
5655,196276,994942,502,5
5656,197276,994942,547,69
5657,198276,994942,563,61
5658,199276,994942,550,25
5659,200276,994942,515,83
5660,201276,994942,506,49
5661,202276,994942,483,91
5662,203276,994942,405,26
5663,204276,994942,409,10
5664,205276,994942,486,44
5665,206276,994942,470,3
5666,29276,995942,3091,0
5667,30276,995942,3009,0
5668,31276,995942,2817,0
5669,32276,995942,2496,0
5670,33276,995942,2679,0
5671,34276,995942,3170,0
5672,35276,995942,3066,0
5673,36276,995942,2674,0
5674,37276,995942,2826,0
5675,38276,995942,3092,0
5676,39276,995942,2887,0
5677,40276,995942,2516,0
5678,41276,995942,2292,0
5679,42276,995942,2572,0
5680,43276,995942,2092,8
5681,44276,995942,1690,56
5682,45276,995942,1796,54
5683,46276,995942,1364,91
5684,47276,995942,657,81
5685,48276,995942,590,51
5686,49276,995942,530,14
5687,50276,995942,786,42
5688,51276,995942,726,27
5689,52276,995942,456,11
5690,53276,995942,455,5
5691,54276,995942,512,56
5692,55276,995942,984,43
5693,56276,995942,1100,74
5694,57276,995942,1241,96
5695,58276,995942,1397,81
5696,59276,995942,1348,77
5697,60276,995942,1586,72
5698,61276,995942,1918,49
5699,62276,995942,1850,24
5700,63276,995942,1954,23
5701,64276,995942,1891,45
5702,65276,995942,1688,74
5703,66276,995942,1564,56
5704,67276,995942,1291,61
5705,68276,995942,836,81
5706,69276,995942,983,24
5707,70276,995942,1151,76
5708,71276,995942,1088,62
5709,72276,995942,1256,13
5710,73276,995942,1341,18
5711,74276,995942,1714,60
5712,75276,995942,1665,71
5713,76276,995942,1357,81
5714,77276,995942,1227,50
5715,78276,995942,989,52
5716,79276,995942,1002,22
5717,80276,995942,1206,30
5718,81276,995942,1439,57
5719,82276,995942,1816,15
5720,83276,995942,1649,77
5721,84276,995942,1520,56
5722,85276,995942,1416,62
5723,86276,995942,1249,17
5724,87276,995942,1450,21
5725,88276,995942,1762,5
5726,89276,995942,1480,43
5727,90276,995942,1124,77
5728,91276,995942,882,19
5729,92276,995942,1025,42
5730,93276,995942,1061,77
5731,94276,995942,812,28
5732,95276,995942,801,10
5733,96276,995942,772,6
5734,97276,995942,799,20
5735,98276,995942,1003,51
5736,99276,995942,1265,58
5737,100276,995942,1456,28
5738,101276,995942,1307,27
5739,102276,995942,1138,41
5740,103276,995942,938,40
5741,104276,995942,856,23
5742,105276,995942,767,3
5743,106276,995942,761,0
5744,107276,995942,774,0
5745,108276,995942,769,0
5746,109276,995942,754,0
5747,110276,995942,740,8
5748,111276,995942,806,6
5749,112276,995942,811,18
5750,113276,995942,839,15
5751,114276,995942,891,4
5752,115276,995942,1035,74
5753,116276,995942,1044,88
5754,117276,995942,866,24
5755,118276,995942,804,8
5756,119276,995942,705,21
5757,120276,995942,686,5
5758,121276,995942,670,49
5759,122276,995942,681,76
5760,123276,995942,667,23
5761,124276,995942,725,31
5762,125276,995942,696,7
5763,126276,995942,668,15
5764,127276,995942,618,10
5765,128276,995942,703,67
5766,129276,995942,689,39
5767,130276,995942,661,0
5768,131276,995942,620,17
5769,132276,995942,585,16
5770,133276,995942,548,37
5771,134276,995942,535,36
5772,135276,995942,586,76
5773,136276,995942,503,27
5774,137276,995942,459,0
5775,138276,995942,436,8
5776,139276,995942,434,28
5777,140276,995942,429,1
5778,141276,995942,429,0
5779,142276,995942,429,1
5780,143276,995942,468,13
5781,144276,995942,506,8
5782,145276,995942,471,14
5783,146276,995942,433,1
5784,147276,995942,433,33
5785,148276,995942,430,17
5786,149276,995942,432,40
5787,150276,995942,433,56
5788,151276,995942,433,10
5789,152276,995942,438,32
5790,153276,995942,450,30
5791,154276,995942,432,0
5792,155276,995942,431,1
5793,156276,995942,433,2
5794,157276,995942,602,14
5795,158276,995942,764,50
5796,159276,995942,887,52
5797,160276,995942,912,42
5798,161276,995942,894,1
5799,162276,995942,980,32
5800,163276,995942,1174,100
5801,164276,995942,1469,25
5802,165276,995942,1476,20
5803,166276,995942,1388,41
5804,167276,995942,1149,48
5805,168276,995942,810,59
5806,169276,995942,737,12
5807,170276,995942,903,76
5808,171276,995942,1169,63
5809,172276,995942,1215,22
5810,173276,995942,1080,19
5811,174276,995942,1054,40
5812,175276,995942,989,42
5813,176276,995942,1011,72
5814,177276,995942,1012,26
5815,178276,995942,1021,19
5816,179276,995942,994,22
5817,180276,995942,947,44
5818,181276,995942,978,5
5819,182276,995942,958,6
5820,183276,995942,924,59
5821,184276,995942,552,36
5822,185276,995942,623,43
5823,186276,995942,869,59
5824,187276,995942,864,6
5825,189276,995942,491,8
5826,190276,995942,590,27
5827,191276,995942,809,66
5828,192276,995942,737,97
5829,193276,995942,521,41
5830,194276,995942,501,13
5831,195276,995942,448,14
5832,196276,995942,461,3
5833,197276,995942,528,77
5834,198276,995942,510,92
5835,199276,995942,511,77
5836,200276,995942,453,51
5837,201276,995942,408,20
5838,202276,995942,418,48
5839,203276,995942,447,33
5840,204276,995942,440,0
5841,205276,995942,452,49
5842,27276,996942,2578,0
5843,28276,996942,2477,0
5844,29276,996942,2554,0
5845,30276,996942,2529,0
5846,31276,996942,2493,0
5847,32276,996942,2190,0
5848,33276,996942,2701,0
5849,34276,996942,2938,0
5850,35276,996942,2957,0
5851,36276,996942,2644,0
5852,37276,996942,2348,0
5853,38276,996942,2663,0
5854,39276,996942,2694,0
5855,40276,996942,2708,0
5856,41276,996942,2067,5
5857,42276,996942,2199,3
5858,43276,996942,2182,4
5859,44276,996942,1698,77
5860,45276,996942,1280,89
5861,46276,996942,1014,93
5862,47276,996942,663,37
5863,48276,996942,963,93
5864,49276,996942,579,62
5865,50276,996942,477,0
5866,51276,996942,464,13
5867,52276,996942,460,1
5868,53276,996942,657,52
5869,54276,996942,1118,88
5870,55276,996942,1527,91
5871,56276,996942,1623,81
5872,57276,996942,1823,59
5873,58276,996942,2145,22
5874,59276,996942,1953,54
5875,60276,996942,2019,16
5876,61276,996942,2535,0
5877,62276,996942,2490,0
5878,63276,996942,2175,4
5879,64276,996942,1958,2
5880,65276,996942,1804,19
5881,66276,996942,1546,71
5882,67276,996942,1174,84
5883,68276,996942,893,56
5884,69276,996942,969,68
5885,70276,996942,1180,33
5886,71276,996942,1238,47
5887,72276,996942,1428,52
5888,73276,996942,1512,39
5889,74276,996942,1721,30
5890,75276,996942,1905,11
5891,76276,996942,1871,38
5892,77276,996942,1445,30
5893,78276,996942,1231,42
5894,79276,996942,1085,69
5895,80276,996942,1369,31
5896,81276,996942,1540,21
5897,82276,996942,1851,15
5898,83276,996942,1986,8
5899,84276,996942,1641,56
5900,85276,996942,1473,73
5901,86276,996942,1288,27
5902,87276,996942,1345,30
5903,88276,996942,1494,13
5904,89276,996942,1494,57
5905,90276,996942,956,58
5906,91276,996942,1041,52
5907,92276,996942,1310,47
5908,93276,996942,1450,51
5909,94276,996942,1119,74
5910,95276,996942,935,27
5911,96276,996942,787,17
5912,97276,996942,783,24
5913,98276,996942,759,23
5914,99276,996942,829,41
5915,100276,996942,1092,86
5916,101276,996942,1058,69
5917,102276,996942,923,36
5918,103276,996942,810,40
5919,104276,996942,754,9
5920,105276,996942,724,13
5921,106276,996942,741,27
5922,107276,996942,754,22
5923,108276,996942,751,3
5924,109276,996942,743,0
5925,110276,996942,729,1
5926,111276,996942,722,0
5927,112276,996942,723,3
5928,113276,996942,747,8
5929,114276,996942,793,5
5930,115276,996942,887,7
5931,116276,996942,942,30
5932,117276,996942,845,26
5933,118276,996942,758,0
5934,119276,996942,703,4
5935,120276,996942,722,0
5936,121276,996942,698,11
5937,122276,996942,712,76
5938,123276,996942,652,36
5939,124276,996942,681,7
5940,125276,996942,677,27
5941,126276,996942,683,0
5942,127276,996942,643,0
5943,128276,996942,680,51
5944,129276,996942,674,49
5945,130276,996942,708,78
5946,131276,996942,629,10
5947,132276,996942,606,14
5948,133276,996942,582,22
5949,134276,996942,575,2
5950,135276,996942,524,32
5951,136276,996942,511,23
5952,137276,996942,504,0
5953,138276,996942,461,3
5954,139276,996942,436,29
5955,140276,996942,429,5
5956,141276,996942,429,0
5957,142276,996942,429,0
5958,143276,996942,429,1
5959,144276,996942,490,1
5960,145276,996942,496,3
5961,146276,996942,449,14
5962,147276,996942,432,0
5963,148276,996942,432,1
5964,149276,996942,432,2
5965,150276,996942,433,0
5966,151276,996942,433,0
5967,152276,996942,468,56
5968,153276,996942,567,79
5969,154276,996942,445,42
5970,155276,996942,432,0
5971,156276,996942,433,0
5972,157276,996942,528,4
5973,158276,996942,696,76
5974,159276,996942,797,11
5975,160276,996942,813,12
5976,161276,996942,823,1
5977,162276,996942,884,4
5978,163276,996942,1038,74
5979,164276,996942,1301,78
5980,165276,996942,1548,3
5981,166276,996942,1487,22
5982,167276,996942,1257,25
5983,168276,996942,975,73
5984,169276,996942,739,7
5985,170276,996942,727,33
5986,171276,996942,988,82
5987,172276,996942,1239,31
5988,173276,996942,1100,33
5989,174276,996942,1040,11
5990,175276,996942,1004,1
5991,176276,996942,999,29
5992,177276,996942,1016,59
5993,178276,996942,1016,55
5994,179276,996942,1020,11
5995,180276,996942,966,27
5996,181276,996942,934,11
5997,182276,996942,984,11
5998,183276,996942,906,64
5999,184276,996942,526,62
6000,185276,996942,585,28
6001,186276,996942,799,36
6002,187276,996942,850,31
6003,188276,996942,673,32
6004,189276,996942,510,22
6005,190276,996942,668,46
6006,191276,996942,832,78
6007,192276,996942,703,70
6008,193276,996942,546,48
6009,194276,996942,490,14
6010,195276,996942,461,30
6011,196276,996942,434,0
6012,197276,996942,519,49
6013,198276,996942,462,69
6014,199276,996942,435,54
6015,200276,996942,431,59
6016,201276,996942,455,76
6017,202276,996942,483,57
6018,203276,996942,457,57
6019,204276,996942,430,1
6020,205276,996942,437,17
6021,26276,997942,2474,0
6022,27276,997942,2461,0
6023,28276,997942,2257,1
6024,29276,997942,2122,0
6025,30276,997942,2028,4
6026,31276,997942,1958,12
6027,32276,997942,1816,16
6028,33276,997942,2560,0
6029,34276,997942,2606,0
6030,35276,997942,2509,0
6031,36276,997942,2652,0
6032,37276,997942,2054,3
6033,38276,997942,2014,15
6034,39276,997942,2443,0
6035,40276,997942,2504,0
6036,41276,997942,2082,12
6037,42276,997942,1813,40
6038,43276,997942,1876,53
6039,44276,997942,1461,75
6040,45276,997942,1234,75
6041,46276,997942,1253,94
6042,47276,997942,834,80
6043,48276,997942,741,48
6044,49276,997942,877,78
6045,50276,997942,476,15
6046,51276,997942,463,0
6047,52276,997942,459,1
6048,53276,997942,624,49
6049,54276,997942,1156,90
6050,55276,997942,1694,68
6051,56276,997942,2059,21
6052,57276,997942,2258,1
6053,58276,997942,2322,0
6054,59276,997942,2348,1
6055,60276,997942,2589,0
6056,61276,997942,2747,0
6057,62276,997942,2339,0
6058,63276,997942,2217,0
6059,64276,997942,2089,0
6060,65276,997942,2010,7
6061,66276,997942,1573,63
6062,67276,997942,1114,87
6063,68276,997942,1226,67
6064,69276,997942,1204,61
6065,70276,997942,1149,33
6066,71276,997942,1372,45
6067,72276,997942,1362,40
6068,73276,997942,1558,20
6069,74276,997942,1707,6
6070,75276,997942,1826,29
6071,76276,997942,1711,70
6072,77276,997942,1466,64
6073,78276,997942,1245,26
6074,79276,997942,1097,62
6075,80276,997942,1312,44
6076,81276,997942,1386,18
6077,82276,997942,1644,22
6078,83276,997942,1720,4
6079,84276,997942,1790,22
6080,85276,997942,1562,47
6081,86276,997942,1371,45
6082,87276,997942,1605,28
6083,88276,997942,1460,69
6084,89276,997942,1316,60
6085,90276,997942,910,43
6086,91276,997942,935,12
6087,92276,997942,1402,43
6088,93276,997942,1628,31
6089,94276,997942,1322,51
6090,95276,997942,1361,10
6091,96276,997942,1184,37
6092,97276,997942,941,31
6093,98276,997942,804,27
6094,99276,997942,752,6
6095,100276,997942,729,11
6096,101276,997942,800,34
6097,102276,997942,775,8
6098,103276,997942,767,31
6099,104276,997942,738,4
6100,105276,997942,712,12
6101,106276,997942,729,57
6102,107276,997942,739,90
6103,108276,997942,761,27
6104,109276,997942,770,25
6105,110276,997942,730,2
6106,111276,997942,723,1
6107,112276,997942,707,11
6108,113276,997942,699,9
6109,114276,997942,710,3
6110,115276,997942,809,5
6111,116276,997942,847,21
6112,117276,997942,797,16
6113,118276,997942,755,35
6114,119276,997942,715,4
6115,120276,997942,696,9
6116,121276,997942,700,16
6117,122276,997942,704,2
6118,123276,997942,692,4
6119,124276,997942,645,48
6120,125276,997942,654,26
6121,126276,997942,654,6
6122,127276,997942,675,32
6123,128276,997942,634,60
6124,129276,997942,629,9
6125,130276,997942,676,18
6126,131276,997942,642,27
6127,132276,997942,623,5
6128,133276,997942,603,20
6129,134276,997942,594,8
6130,135276,997942,583,17
6131,136276,997942,553,61
6132,137276,997942,491,1
6133,138276,997942,468,6
6134,139276,997942,457,32
6135,140276,997942,433,1
6136,141276,997942,429,0
6137,142276,997942,429,0
6138,143276,997942,429,0
6139,144276,997942,436,1
6140,145276,997942,566,13
6141,146276,997942,493,35
6142,147276,997942,432,1
6143,148276,997942,432,2
6144,149276,997942,432,2
6145,150276,997942,432,2
6146,151276,997942,434,9
6147,152276,997942,459,64
6148,153276,997942,484,22
6149,154276,997942,546,94
6150,155276,997942,432,20
6151,156276,997942,429,3
6152,157276,997942,468,25
6153,158276,997942,702,96
6154,159276,997942,795,22
6155,160276,997942,795,11
6156,161276,997942,807,0
6157,162276,997942,841,0
6158,163276,997942,941,24
6159,164276,997942,1164,96
6160,165276,997942,1413,64
6161,166276,997942,1483,20
6162,167276,997942,1348,36
6163,168276,997942,1155,48
6164,169276,997942,795,41
6165,170276,997942,702,0
6166,171276,997942,820,32
6167,172276,997942,1209,46
6168,173276,997942,1105,43
6169,174276,997942,1009,28
6170,175276,997942,1027,2
6171,176276,997942,1005,0
6172,177276,997942,1013,30
6173,178276,997942,1013,15
